,score,rank,ethnicity,gender,language,age,cls_perc_eval,cls_did_eval,cls_students,cls_level,cls_profs,cls_credits,bty_f1lower,bty_f1upper,bty_f2upper,bty_m1lower,bty_m1upper,bty_m2upper,bty_avg,tenure_eligible
446,3.7,tenure track,not minority,female,non-english,60,85.18519,23,27,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
447,3.9,tenure track,not minority,female,non-english,60,94.73684,18,19,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
448,4.5,tenure track,not minority,female,non-english,60,84.61539,11,13,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
449,3.6,tenure track,not minority,female,non-english,60,94.73684,18,19,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
450,4.4,tenure track,not minority,female,non-english,60,50.0,11,22,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
451,3.4,tenure track,not minority,female,non-english,60,35.0,7,20,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
452,4.4,tenure track,not minority,female,non-english,60,88.88889,24,27,upper,multiple,multi credit,4,6,6,2,3,5,4.333333333333333,1
453,4.5,tenure track,not minority,male,english,32,74.24242,98,132,lower,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
454,4.5,tenure track,not minority,male,english,32,87.40156999999999,111,127,lower,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
455,4.5,tenure track,not minority,male,english,32,72.94118,62,85,upper,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
456,4.6,tenure track,not minority,male,english,32,75.24753,76,101,lower,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
457,4.1,tenure track,not minority,male,english,32,42.85714,9,21,lower,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
458,4.5,tenure track,not minority,male,english,32,60.465109999999996,52,86,upper,multiple,multi credit,6,6,9,7,8,5,6.833333333333333,1
459,3.5,tenure track,minority,female,non-english,42,57.14286,48,84,upper,multiple,multi credit,3,8,7,4,6,4,5.333333333333333,1
460,4.4,tenure track,minority,female,non-english,42,77.61194,52,67,upper,multiple,multi credit,3,8,7,4,6,4,5.333333333333333,1
461,4.4,tenure track,minority,female,non-english,42,81.81818,54,66,upper,multiple,multi credit,3,8,7,4,6,4,5.333333333333333,1
462,4.1,tenure track,minority,female,non-english,42,80.0,28,35,lower,multiple,one credit,3,8,7,4,6,4,5.333333333333333,1
